DotSize,IntersectionID,Lat,Lon,OBJECTID,Saturday,Saturday_1_79,StopDescription,StopID,Sunday,Sunday_1_79,Weekday,Weekday_1_79,WkdBdPerSvc,WkdSvc,coordinates
162680.37,432,43.077325,-89.372372,11183,8.34,0,WB Jenifer ns Williamson,1720,6.36,0,32.54,0,0,0,"[-89.37236597450828, 43.0773170554593]"
556.67,167,43.092006,-89.337079,11184,0.0,0,EB Oakridge ns Atwood,1725,0.0,0,0.11,0,0,0,"[-89.33707298400756, 43.091998051327316]"
294992.86,797,43.087276,-89.366583,11185,7.0,0,SB Washington fs Baldwin,1730,9.03,0,59.0,0,0,0,"[-89.36657697577904, 43.087268053515835]"
316084.74,747,43.074574,-89.378787,11186,13.01,0,EB King ns Wilson,1737,9.05,0,63.22,0,0,0,"[-89.37878097277394, 43.07456605621468]"
74870.45,1019,43.100083,-89.346548,11187,2.33,0,WB Milwaukee ns Farwell,1748,1.67,0,14.97,0,0,0,"[-89.34654197955153, 43.10007505073767]"
321549.4,784,43.082755,-89.363342,11188,22.36,0,SB Jenifer ns Few,1750,18.43,0,64.31,0,0,0,"[-89.36333597682182, 43.082747053912584]"
20139.13,835,43.099349,-89.331525,11189,6.0,0,EB Milwaukee fs Fair Oaks,1751,1.01,0,4.03,0,0,0,"[-89.33151898458237, 43.09934104992716]"
27888.28,161,43.091727,-89.355363,11190,3.67,0,NB Winnebago ns Atwood,1753,2.35,0,5.58,0,0,0,"[-89.35535697801556, 43.091719052170646]"
10638.93,213,43.106412,-89.339574,11191,2.0,0,Washington ns Aberg,1757,2.34,0,2.13,0,0,0,"[-89.33956798111642, 43.1064040487897]"
13345.39,530,43.114184,-89.361075,11192,0.0,0,Aberg fs Ruskin,1759,0.33,0,2.67,0,0,0,"[-89.36106897438013, 43.11417604869042]"
48480.22,832,43.098144,-89.350823,11193,5.02,0,Sixth fs Washington,1762,3.33,0,9.7,0,0,0,"[-89.3508169789752, 43.09813605128608]"
23342.56,845,43.105075,-89.351318,11194,0.0,0,SB North ns Hoard,1766,0.0,0,4.67,0,0,0,"[-89.35131197758615, 43.105067049734735]"
16132.65,893,43.089816,-89.369507,11195,5.02,0,NB Baldwin fs Johnson,1767,2.01,0,3.23,0,0,0,"[-89.36950097422346, 43.08980805361156]"
72515.54,164,43.104027,-89.343202,11196,6.36,0,SB Oak ns Washington,1774,8.0,0,14.5,0,0,0,"[-89.34319598035223, 43.10401904920817]"
103195.19,164,43.104066,-89.343097,11197,9.04,0,NB Oak fs Washington,1777,8.67,0,20.64,0,0,0,"[-89.34309098016578, 43.10405804994973]"
12829.61,822,43.094031,-89.362729,11198,0.33,0,WB Johnson fs First,1780,0.33,0,2.57,0,0,0,"[-89.36272297573989, 43.09402305222029]"
212723.49,810,43.09008,-89.35111,11199,0.0,0,SB Division fs Oakridge,1784,0.0,0,42.54,0,0,0,"[-89.35110397921359, 43.09007205209494]"
10689.09,168,43.091425,-89.327512,11200,0.67,0,NB Walter ns Hargrove,1785,1.0,0,2.14,0,0,0,"[-89.32750598670485, 43.091417050537245]"
44832.0,825,43.095888,-89.326736,11201,0.67,0,SB Walter ns Dawes,1786,0.34,0,8.97,0,0,0,"[-89.3267299863731, 43.095880050115575]"
2103153.03,421,43.074989,-89.382342,11202,91.11,0,NB Pinckney fs Main,1787,60.88,0,420.63,0,0,0,"[-89.38233597171558, 43.0749810563757]"
216765.83,38,43.073381,-89.386089,11203,15.67,0,WB Washington ns Fairchild,1790,7.33,0,43.35,0,0,0,"[-89.38608297063794, 43.07337305694625]"
80155.09,122,43.090915,-89.367228,11204,6.01,0,WB Johnson ns Dickinson,1798,2.34,0,16.03,0,0,0,"[-89.36722197499417, 43.09090705310551]"
5622.99,819,43.093278,-89.326711,11205,0.0,0,NB Walter ns Richard,1809,0.0,0,1.12,0,0,0,"[-89.3267049868329, 43.09327005039803]"
99169.45,828,43.097109,-89.358539,11206,3.0,0,SB Johnson ns Third,1812,2.33,0,19.83,0,0,0,"[-89.3585329773455, 43.09710105122414]"
5018.85,791,43.084521,-89.359145,11207,0.0,0,NB Spaight ns Dickinson,1813,0.0,0,1.0,0,0,0,"[-89.3591389780326, 43.08451305324727]"
410950.44,421,43.074447,-89.38217,11208,37.69,0,EB Main ns Pinckney,1823,33.86,0,82.19,0,0,0,"[-89.38216397253787, 43.07443905627233]"
90241.49,809,43.090551,-89.356518,11209,10.01,0,SB Winnebago ns First,1830,4.02,0,18.05,0,0,0,"[-89.35651197819323, 43.09054305254741]"
66916.09,438,43.08082,-89.381296,11210,7.68,0,NB Johnson fs Blair,1831,6.34,0,13.38,0,0,0,"[-89.38128997165653, 43.080812055643065]"
770187.73,793,43.085249,-89.376957,11211,37.1,0,WB Gorham ns Paterson,1834,35.74,0,154.04,0,0,0,"[-89.37695097275996, 43.08524105481437]"
238095.72,485,43.096934,-89.368302,11212,19.4,0,SB Sherman ns Sherman,1838,17.38,0,47.62,0,0,0,"[-89.36829597343151, 43.096926052375345]"
104844.44,758,43.075651,-89.376688,11213,12.67,0,NB Wilson ns Franklin,1839,13.43,0,20.97,0,0,0,"[-89.37668197386424, 43.07564305629506]"
97677.8,502,43.099883,-89.336712,11214,1.67,0,WB Milwaukee ns Saint Paul,1842,0.33,0,19.54,0,0,0,"[-89.33670598313367, 43.09987504942956]"
11211.96,822,43.094346,-89.361755,11215,1.0,0,NB Johnson fs First,1843,0.67,0,2.24,0,0,0,"[-89.36174897587483, 43.0943380519655]"
159254.53,832,43.098376,-89.351421,11216,7.0,0,Washington fs Sixth,1846,7.03,0,31.85,0,0,0,"[-89.35141497850728, 43.098368050527085]"
0.0,815,43.092598,-89.359705,11217,0.0,0,First fs Washington,1849,0.0,0,0.0,0,0,0,"[-89.35969897749779, 43.092590052700444]"
3904.68,852,43.106915,-89.347308,11218,0.0,0,WB Commercial ns Kedzie,1852,0.0,0,0.78,0,0,0,"[-89.3473019795403, 43.10690704931495]"
5038.59,216,43.099775,-89.335457,11219,0.0,0,WB Milwaukee fs Bryan,1855,0.0,0,1.01,0,0,0,"[-89.33545098327231, 43.099767050161624]"
24658.62,78,43.076013,-89.380317,11220,0.0,0,Butler ns Main,1870,0.0,0,4.93,0,0,0,"[-89.38031097214855, 43.07600505614199]"
174698.45,79,43.072878,-89.381884,11221,0.0,0,SB L K Junior at City-County,1872,0.0,0,34.94,0,0,0,"[-89.38187797200298, 43.07287005700468]"
13385.54,507,43.101747,-89.330986,11222,2.33,0,NB Fair Oaks ns Chicago,1873,2.0,0,2.68,0,0,0,"[-89.3309799840633, 43.101739049109526]"
15015.05,127,43.114185,-89.363293,11223,0.67,0,Aberg fs Sherman,1877,0.67,0,3.0,0,0,0,"[-89.3632869736047, 43.114177048649765]"
486440.48,780,43.081495,-89.365174,11224,30.05,0,WB Jenifer ns Ingersoll,1878,27.48,0,97.29,0,0,0,"[-89.3651679761289, 43.081487054799524]"
110127.7,797,43.087368,-89.365944,11225,5.33,0,EB Washington fs Baldwin,1883,6.02,0,22.03,0,0,0,"[-89.36593797595249, 43.08736005363514]"
64736.63,491,43.09825,-89.326986,11226,4.67,0,WB Milwaukee fs Walter,1886,3.02,0,12.95,0,0,0,"[-89.3269799855054, 43.098242049820165]"
7253.07,818,43.093345,-89.34866,11227,0.67,0,NB Atwood ns Evergreen,1887,3.36,0,1.45,0,0,0,"[-89.34865398003157, 43.09333705146679]"
91538.22,168,43.091264,-89.327843,11228,1.67,0,SB Walter fs Hargrove,1890,2.01,0,18.31,0,0,0,"[-89.32783698654534, 43.091256051137776]"
484925.66,121,43.092811,-89.364554,11229,23.71,0,SB Johnson fs Fordem,1892,17.03,0,96.99,0,0,0,"[-89.36454797592883, 43.09280305231551]"
91963.38,126,43.114136,-89.357807,11230,3.67,0,EB Aberg fs Loftsgordan,1895,6.36,0,18.39,0,0,0,"[-89.35780097537719, 43.114128048797426]"
160578.47,475,43.093973,-89.344855,11231,7.67,0,WB Atwood ns Hudson,1898,9.4,0,32.12,0,0,0,"[-89.3448489815107, 43.09396505131633]"
16723.09,809,43.090406,-89.356379,11232,2.0,0,NB Winnebago fs First,1901,1.68,0,3.34,0,0,0,"[-89.35637297836242, 43.090398052052464]"
4463.43,167,43.091658,-89.336,11233,0.0,0,EB Atwood ns Lakeland,1905,0.0,0,0.89,0,0,0,"[-89.33599398402491, 43.0916500507864]"
85193.71,936,43.08341,-89.360751,11234,0.0,0,WB Spaight ns Baldwin,1910,0.0,0,17.04,0,0,0,"[-89.36074497764818, 43.083402053649465]"
41422.27,502,43.099822,-89.337363,11235,2.33,0,EB Milwaukee ns Saint Paul,1913,2.33,0,8.28,0,0,0,"[-89.3373569834269, 43.09981404985036]"
185179.98,127,43.113919,-89.363848,11236,6.35,0,Sherman fs Aberg,1922,5.68,0,37.04,0,0,0,"[-89.36384197323949, 43.11391104936167]"
11681.28,517,43.106605,-89.363886,11237,0.33,0,NB Sherman ns Commercial,1923,0.33,0,2.34,0,0,0,"[-89.3638799743126, 43.10659705037022]"
168873.36,774,43.080848,-89.375199,11238,13.33,0,Washington ns Livingston,1927,9.7,0,33.77,0,0,0,"[-89.37519297348916, 43.08084005536112]"
41798.16,933,43.092836,-89.338425,11239,0.0,0,WB Atwood ns Garrison,1928,0.0,0,8.36,0,0,0,"[-89.33841898367311, 43.09282805104658]"
24543.91,159,43.088626,-89.357789,11240,3.67,0,NB Winnebago fs Riverside,1935,1.67,0,4.91,0,0,0,"[-89.35778297736226, 43.08861805275587]"
26702.32,246,43.091836,-89.372718,11241,1.67,0,SB Baldwin fs Sherman,1936,0.67,0,5.34,0,0,0,"[-89.37271197361599, 43.09182805337152]"
231816.6,165,43.104627,-89.341822,11242,11.67,0,Washington ns Marquette,1938,10.04,0,46.36,0,0,0,"[-89.34181598085699, 43.10461904971656]"
157653.76,841,43.10304,-89.350692,11243,5.0,0,Johnson fs North,1944,4.33,0,31.53,0,0,0,"[-89.35068597884094, 43.103032050126565]"
9517.45,839,43.100346,-89.35413,11244,2.33,0,NB Johnson ns Sixth,1949,1.67,0,1.9,0,0,0,"[-89.35412397785842, 43.10033805038219]"
34575.8,777,43.080184,-89.366833,11245,7.0,0,EB Jenifer fs Brearly,1959,2.68,0,6.92,0,0,0,"[-89.3668269764826, 43.08017605437091]"
7811.0,470,43.092494,-89.352819,11246,2.33,0,EB Atwood fs Rusk,1961,2.69,0,1.56,0,0,0,"[-89.35281297962071, 43.092486052358026]"
245691.18,898,43.078671,-89.384114,11247,29.76,0,SB Hamilton fs Johnson,1966,29.41,0,49.14,0,0,0,"[-89.38410797125199, 43.07866305562948]"
115109.5,210,43.103142,-89.36406,11248,7.02,0,Sherman ns Fordem,1968,4.34,0,23.02,0,0,0,"[-89.36405397443308, 43.10313405073305]"
19523.41,850,43.106612,-89.342826,11249,2.68,0,NB Oak ns Commercial,1973,1.0,0,3.9,0,0,0,"[-89.3428199805612, 43.10660404917446]"
15112.73,836,43.099932,-89.341713,11250,0.0,0,EB Milwaukee ns Marquette,1975,0.33,0,3.02,0,0,0,"[-89.34170698161654, 43.09992405024466]"
0.0,835,43.099438,-89.332753,11251,15.33,0,Fair Oaks fs Milwaukee,1984,12.76,0,0.0,0,0,0,"[-89.33274698470916, 43.09943004942754]"
65712.01,508,43.101783,-89.352367,11252,1.67,0,SB Johnson fs Seventh,1986,0.0,0,13.14,0,0,0,"[-89.35236097846439, 43.10177505034961]"
2783.37,810,43.090168,-89.351014,11253,0.0,0,NB Division ns Oakridge,1995,0.0,0,0.56,0,0,0,"[-89.35100798030918, 43.090160051926325]"
505686.23,787,43.084004,-89.378741,11254,31.42,0,SB Gorham ns Livingston,1996,24.39,0,101.14,0,0,0,"[-89.37873497253193, 43.08399605443912]"
56224.08,464,43.090557,-89.34734,11255,0.0,0,WB Oakridge ns Evergreen,1998,0.0,0,11.24,0,0,0,"[-89.34733398103579, 43.090549052177266]"
34523.84,751,43.075104,-89.413027,11256,17.35,0,Linden ns Babcock,2003,1.67,0,6.9,0,0,0,"[-89.41302096264656, 43.07509605853939]"
677732.87,40,43.076457,-89.423976,11257,9.33,0,Observatory fs Walnut,2007,5.92,0,135.55,0,0,0,"[-89.4239699602317, 43.07644905813168]"
884015.73,14,43.089334,-89.433693,11258,21.67,0,SB Lake Mendota at Lot R,2014,13.93,0,176.8,0,0,0,"[-89.43368695497392, 43.089326056808325]"
590909.97,7,43.086257,-89.434878,11259,2.67,0,WB Eagle Heights at Lot E,2018,8.01,0,118.18,0,0,0,"[-89.43487195603737, 43.08624905783048]"
648655.44,83,43.078849,-89.429817,11260,19.67,0,Marsh fs Highland,2023,12.53,0,129.73,0,0,0,"[-89.42981095831442, 43.078841058684766]"
723780.62,8,43.086191,-89.436434,11261,3.67,0,WB Eagle Heights at Lot F,2026,0.35,0,144.76,0,0,0,"[-89.43642795532762, 43.08618305725423]"
69518.82,4,43.080289,-89.428136,11262,0.67,0,NB University Bay at Lot 60,2027,16.36,0,13.9,0,0,0,"[-89.42812995851618, 43.08028105851019]"
979777.74,6,43.086348,-89.433704,11263,21.33,0,SB Lake Mendota ns Eagle Heights,2034,32.38,0,195.96,0,0,0,"[-89.43369795548428, 43.08634005749719]"
754049.86,11,43.089087,-89.438266,11264,15.0,0,EB Lake Mendota at Lot N,2039,5.22,0,150.81,0,0,0,"[-89.43825995478099, 43.08907905738409]"
331688.02,245,43.084275,-89.433568,11265,2.0,0,WB Lake Mendota fs University Bay,2041,21.24,0,66.34,0,0,0,"[-89.43356195586712, 43.08426705805296]"
880758.6,245,43.084328,-89.433663,11266,17.0,0,SB Lake Mendota ns University Bay,2048,32.03,0,176.15,0,0,0,"[-89.4336569559532, 43.08432005734441]"
174918.32,4,43.080898,-89.428297,11267,0.0,0,SB University Bay at Lot 76,2050,30.29,0,34.98,0,0,0,"[-89.4282909584915, 43.08089005785483]"
44850.85,40,43.077245,-89.425012,11268,0.0,0,Walnut fs Observatory,2053,0.0,0,8.97,0,0,0,"[-89.42500595927706, 43.077237058098774]"
1878124.33,10,43.086637,-89.441761,11269,33.33,0,WB Eagle Heights at Lot M,2054,72.07,0,375.62,0,0,0,"[-89.4417549538688, 43.08662905785826]"
511819.7,12,43.089721,-89.437322,11270,12.0,0,EB Lake Mendota at Lot P,2061,9.05,0,102.36,0,0,0,"[-89.4373159549629, 43.08971305691563]"
264497.13,762,43.076059,-89.415993,11271,95.44,0,Elm fs Observatory,2064,36.0,0,52.9,0,0,0,"[-89.41598696206097, 43.07605105826678]"
598836.9,13,43.090519,-89.435668,11272,4.0,0,EB Lake Mendota at Lot Q,2071,3.48,0,119.77,0,0,0,"[-89.43566195455449, 43.09051105673551]"
335820.75,83,43.078969,-89.429268,11273,7.67,0,Marsh at Lot 76,2076,16.02,0,67.16,0,0,0,"[-89.42926195772235, 43.07896105843023]"
2083316.98,9,43.086325,-89.438598,11274,68.33,0,WB Eagle Heights at Shelter,2082,113.85,0,416.66,0,0,0,"[-89.43859195391188, 43.08631705785941]"
115879.12,40,43.076759,-89.426059,11275,2.33,0,Observatory fs Walnut,2088,0.35,0,23.18,0,0,0,"[-89.42605295894113, 43.07675105824024]"
1830675.33,431,43.07703,-89.428301,11276,11.67,0,Observatory fs Highland,2091,3.48,0,366.14,0,0,0,"[-89.42829495786076, 43.07702205848842]"
123646.87,18,43.072879,-89.459796,11277,8.36,0,WB Sheboygan at State Office,2100,9.02,0,24.73,0,0,0,"[-89.459789949474, 43.07287106149751]"
1594033.75,18,43.072765,-89.459507,11278,59.48,0,EB Sheboygan at State Office,2101,48.43,0,318.81,0,0,0,"[-89.45950095006636, 43.07275706076499]"
57367.39,354,43.050989,-89.444161,11279,0.33,0,EB Odana ns Frederick,2105,0.67,0,11.47,0,0,0,"[-89.44415495660512, 43.050981063932745]"
68088.22,244,43.067852,-89.478158,11280,0.33,0,EB Regent fs Rosa,2109,0.67,0,13.62,0,0,0,"[-89.47815194511335, 43.067844062911796]"
185341.29,664,43.053483,-89.450538,11281,15.33,0,EB Tokay fs Midvale,2111,8.73,0,37.07,0,0,0,"[-89.45053195481252, 43.05347506351532]"
15613.64,359,43.052723,-89.43567,11282,1.67,0,SB Monroe fs Glenway,2112,1.34,0,3.12,0,0,0,"[-89.43566395862969, 43.052715062715265]"
2785.23,659,43.050779,-89.446662,11283,0.33,0,EB Odana ns Anthony,2114,0.0,0,0.56,0,0,0,"[-89.44665595522501, 43.05077106371549]"
7839.21,673,43.056029,-89.472692,11284,1.0,0,EB Science fs Whitney,2115,0.33,0,1.57,0,0,0,"[-89.47268594709162, 43.056021064645314]"
24495.92,347,43.04968,-89.454434,11285,1.0,0,EB Odana fs Charles,2119,0.34,0,4.9,0,0,0,"[-89.4544279528839, 43.04967206416936]"
190852.31,721,43.069289,-89.463167,11286,2.01,0,NB Eau Claire fs Regent,2121,2.34,0,38.17,0,0,0,"[-89.4631609483834, 43.069281061882926]"
1403035.99,431,43.077497,-89.428978,11287,35.76,0,NB Highland fs Observatory,2125,34.9,0,280.61,0,0,0,"[-89.42897195810077, 43.07748905830355]"
343126.09,937,43.073972,-89.433666,11288,19.06,0,NB University Bay fs University,2131,15.37,0,68.63,0,0,0,"[-89.43365995668198, 43.07396405904703]"
69432.99,688,43.060708,-89.447134,11289,4.33,0,EB Mineral Point fs Owen,2133,2.01,0,13.89,0,0,0,"[-89.44712795437282, 43.06070006194814]"
1119.89,378,43.060819,-89.441739,11290,0.0,0,WB Mineral Point ns Toepfer,2134,0.0,0,0.22,0,0,0,"[-89.44173295562334, 43.06081106223132]"
18910.21,71,43.064259,-89.425234,11291,0.0,0,NB Commonwealth ns Rugby,2135,0.0,0,3.78,0,0,0,"[-89.42522796069312, 43.064251060469296]"
28557.12,391,43.06409,-89.434146,11292,0.0,0,NB Speedway ns Hillcrest,2137,0.0,0,5.71,0,0,0,"[-89.4341399574977, 43.0640820608622]"
16715.98,721,43.06893,-89.463648,11293,0.33,0,SB Regent fs Eau Claire,2138,1.34,0,3.34,0,0,0,"[-89.46364194835041, 43.068922061672644]"
2166376.13,230,43.076409,-89.413023,11294,123.0,0,EB Observatory ns Babcock,2145,82.16,0,433.28,0,0,0,"[-89.41301696353342, 43.076401057989045]"
324128.67,413,43.072782,-89.421875,11295,35.45,0,WB University fs Forest,2146,22.39,0,64.83,0,0,0,"[-89.42186896058747, 43.07277405886645]"
1672.9,397,43.067395,-89.454775,11296,0.0,0,SB Segoe ns Waukesha,2148,0.0,0,0.33,0,0,0,"[-89.4547689518973, 43.06738706175235]"
16743.0,73,43.068013,-89.471477,11297,0.33,0,EB Regent fs Kenosha,2153,0.0,0,3.35,0,0,0,"[-89.47147094605326, 43.06800506262215]"
17864.06,692,43.061044,-89.472588,11298,0.33,0,WB Mineral Point fs Whitney,2160,0.67,0,3.57,0,0,0,"[-89.47258194699658, 43.06103606331138]"
77740.48,666,43.053597,-89.458804,11299,1.0,0,EB Tokay ns Hilltop,2161,1.68,0,15.55,0,0,0,"[-89.45879795235744, 43.05358906455175]"
7255.3,393,43.065814,-89.478481,11300,0.0,0,SB Rosa ns Stadium,2162,0.0,0,1.45,0,0,0,"[-89.47847494454949, 43.06580606311451]"
27437.23,714,43.067981,-89.424062,11301,3.33,0,WB Regent fs Allen,2164,0.67,0,5.49,0,0,0,"[-89.42405596055954, 43.067973060318906]"
0.0,790,43.084051,-89.478088,11302,1.0,0,EB Capital ns University,2165,2.67,0,0.0,0,0,0,"[-89.47808194359685, 43.08404306047209]"
27437.23,68,43.056737,-89.467958,11303,0.33,0,NB Science at 505,2169,0.0,0,5.49,0,0,0,"[-89.46795194858616, 43.056729064076094]"
49112.81,231,43.073811,-89.436152,11304,11.68,0,NB Franklin ns University,2171,12.01,0,9.82,0,0,0,"[-89.43614595684512, 43.07380305948745]"
21134.95,376,43.059922,-89.427198,11305,0.0,0,NB Commonwealth ns Gregory,2173,0.0,0,4.23,0,0,0,"[-89.4271919608199, 43.05991406120946]"
559.94,671,43.05596,-89.441938,11306,0.33,0,SB Toepfer ns Saint Clair,2174,0.0,0,0.11,0,0,0,"[-89.44193195591359, 43.05595206322042]"
2004124.1,739,43.072918,-89.463696,11307,93.91,0,EB Sheboygan fs Eau Claire,2175,81.51,0,400.82,0,0,0,"[-89.46368994881605, 43.072910061064036]"
20091.61,411,43.071306,-89.438573,11308,0.0,0,EB Kendall fs Ridge,2177,1.0,0,4.02,0,0,0,"[-89.43856695630845, 43.071298060219505]"
8898.92,71,43.064394,-89.42526,11309,0.0,0,SB Commonwealth fs Rugby,2180,0.0,0,1.78,0,0,0,"[-89.4252539607625, 43.06438606099209]"
3357.49,240,43.053719,-89.465915,11310,0.33,0,WB Tokay fs Segoe,2182,0.67,0,0.67,0,0,0,"[-89.46590894932713, 43.053711064804325]"
13952.5,717,43.068038,-89.4737,11311,0.33,0,EB Regent ns Rock,2183,0.0,0,2.79,0,0,0,"[-89.47369394645708, 43.06803006224593]"
55090.0,85,43.073047,-89.457127,11312,7.68,0,WB Sheboygan fs Segoe,2184,6.35,0,11.02,0,0,0,"[-89.4571209505317, 43.07303906097474]"
1118.8,656,43.049922,-89.450959,11313,0.67,0,Midvale ns Odana,2187,0.0,0,0.22,0,0,0,"[-89.45095295415474, 43.04991406422895]"
1367992.96,757,43.075163,-89.450399,11314,250.84,0,EB University fs Midvale,2191,136.02,0,273.6,0,0,0,"[-89.45039295235959, 43.07515506043224]"
398034.55,75,43.07237,-89.425566,11315,27.76,0,WB University fs Walnut,2192,22.73,0,79.61,0,0,0,"[-89.42555995983585, 43.07236205890599]"
7829.68,20,43.080396,-89.472723,11316,1.02,0,NB University fs Spring Harbor,2193,0.0,0,1.57,0,0,0,"[-89.47271694530089, 43.080388060156736]"
0.0,55,43.068442,-89.451317,11317,0.0,0,Midvale ns Regent,2194,0.0,0,0.0,0,0,0,"[-89.45131095284718, 43.06843406094213]"
4805259.95,762,43.076409,-89.416219,11318,317.0,0,EB Observatory ns Elm,2195,139.61,0,961.05,0,0,0,"[-89.41621296196612, 43.07640105798984]"
0.0,401,43.068122,-89.476097,11319,0.0,0,WB Regent fs Glen,2196,0.0,0,0.0,0,0,0,"[-89.47609094510025, 43.06811406292413]"
8381.7,783,43.082275,-89.4749,11320,0.68,0,NB University ns Norman,2197,0.0,0,1.68,0,0,0,"[-89.47489394364804, 43.08226705995709]"
18357.85,17,43.071322,-89.45489,11321,9.36,0,NB Segoe fs Kelab,2199,4.34,0,3.67,0,0,0,"[-89.45488395091792, 43.071314061071725]"
269387.66,757,43.075489,-89.451579,11322,0.0,0,WB University fs Midvale,2200,0.0,0,53.88,0,0,0,"[-89.45157295221604, 43.075481060023115]"
205544.28,715,43.067995,-89.467991,11323,4.01,0,EB Regent fs Whitney,2201,6.02,0,41.11,0,0,0,"[-89.46798494750105, 43.067987062100585]"
5598.35,239,43.053736,-89.463862,11324,0.33,0,WB Tokay fs Wedgewood,2202,0.0,0,1.12,0,0,0,"[-89.4638559502677, 43.05372806461169]"
3348.6,406,43.069499,-89.446118,11325,0.33,0,WB Bluff ns Blackhawk,2204,0.0,0,0.67,0,0,0,"[-89.44611195431635, 43.06949106041665]"
148111.0,202,43.074208,-89.47383,11326,0.0,0,EB Old Middleton ns Gettle,2205,0.0,0,29.62,0,0,0,"[-89.47382394465336, 43.0742000615052]"
1674.3,724,43.069425,-89.444002,11327,0.0,0,WB Bluff ns Palomino,2206,0.33,0,0.33,0,0,0,"[-89.44399595443343, 43.069417061133855]"
1113.65,354,43.051168,-89.444134,11328,0.0,0,WB Odana ns Frederick,2212,0.0,0,0.22,0,0,0,"[-89.44412795613638, 43.05116006331428]"
0.0,722,43.069193,-89.454093,11329,0.0,0,NB Segoe fs Regent,2219,0.0,0,0.0,0,0,0,"[-89.45408695098479, 43.069185061031774]"
4454.47,201,43.074097,-89.467913,11330,0.33,0,WB Old Middleton fs Whitney,2220,0.0,0,0.89,0,0,0,"[-89.46790694687819, 43.07408906169823]"
6718.24,665,43.053689,-89.45469,11331,1.0,0,WB Tokay ns Charles,2222,1.0,0,1.34,0,0,0,"[-89.45468395355044, 43.053681064349185]"
2789.64,349,43.049967,-89.457881,11332,0.0,0,WB Odana ns Hilltop,2224,0.0,0,0.56,0,0,0,"[-89.45787495228544, 43.04995906511717]"
555.81,415,43.072989,-89.467467,11333,4.09,0,Whitney ns Sheboygan,2225,0.0,0,0.11,0,0,0,"[-89.46746094769334, 43.07298106116166]"
0.0,70,43.05373,-89.47041,11334,0.33,0,WB Tokay at W Health,2226,0.0,0,0.0,0,0,0,"[-89.4704039483467, 43.05372206503701]"
558.1,73,43.068145,-89.471486,11335,0.0,0,WB Regent ns Kenosha,2228,0.0,0,0.11,0,0,0,"[-89.47147994633096, 43.06813706254694]"
162637.7,435,43.077339,-89.469621,11336,3.34,0,SB University fs Flambeau,2230,2.0,0,32.53,0,0,0,"[-89.46961494562784, 43.077331060818636]"
21837.8,699,43.062457,-89.436294,11337,0.0,0,EB Speedway ns Franklin,2231,0.0,0,4.37,0,0,0,"[-89.43628795731173, 43.06244906119339]"
21837.8,361,43.053451,-89.447647,11338,0.33,0,EB Tokay fs Chatham,2233,0.34,0,4.37,0,0,0,"[-89.44764095465273, 43.0534430639979]"
0.0,433,43.077622,-89.479663,11339,0.0,0,NB Old Middleton ns Highlands,2235,0.33,0,0.0,0,0,0,"[-89.47965694367075, 43.07761406103493]"
9465.74,202,43.0743,-89.473964,11340,1.33,0,WB Old Middleton fs Gettle,2236,1.67,0,1.89,0,0,0,"[-89.47395794529186, 43.07429206171111]"
36151.88,208,43.072289,-89.423684,11341,0.0,0,NB Allen ns University,2239,0.0,0,7.23,0,0,0,"[-89.42367796027199, 43.07228105936293]"
6111.11,84,43.07894,-89.426722,11342,0.0,0,WB Marsh at Lot 60,2240,0.0,0,1.22,0,0,0,"[-89.42671595864456, 43.078932058512045]"
0.0,678,43.057593,-89.44189,11343,0.0,0,SB Toepfer ns Meyer,2246,0.0,0,0.0,0,0,0,"[-89.4418839568753, 43.057585062256045]"
35045.82,703,43.064141,-89.47127,11344,1.0,0,NB Whitney fs South Hill,2249,1.34,0,7.01,0,0,0,"[-89.4712639467894, 43.06413306275278]"
2799.72,693,43.060977,-89.457976,11345,0.0,0,WB Mineral Point fs Segoe,2250,0.33,0,0.56,0,0,0,"[-89.45796995161068, 43.06096906322845]"
71350.89,654,43.049964,-89.467429,11346,1.33,0,EB Odana ns Dearholt,2253,1.68,0,14.27,0,0,0,"[-89.4674229491326, 43.049956065599304]"
465464.48,63,43.065977,-89.415472,11347,29.67,0,NB Monroe at Stockton,2255,27.87,0,93.09,0,0,0,"[-89.41546596378154, 43.06596905941194]"
0.0,443,43.083461,-89.48048,11348,0.33,0,EB Capital fs Baker,2259,0.0,0,0.0,0,0,0,"[-89.48047394218007, 43.08345306070092]"
65513.39,690,43.060709,-89.450745,11349,2.33,0,EB Mineral Point fs Midvale,2263,2.68,0,13.1,0,0,0,"[-89.45073895320992, 43.06070106240837]"
6139.1,41,43.070463,-89.441716,11350,0.33,0,WB Bluff at Hoyt,2264,0.67,0,1.23,0,0,0,"[-89.44170995465748, 43.07045506001604]"
51267.67,355,43.051312,-89.439447,11351,0.0,0,EB Odana ns Huron,2265,0.34,0,10.25,0,0,0,"[-89.43944095817413, 43.05130406352267]"
21703.99,756,43.0754,-89.447056,11352,2.34,0,University fs Blackhawk,2266,1.67,0,4.34,0,0,0,"[-89.44704995288913, 43.07539206001495]"
4091719.41,82,43.076434,-89.420364,11353,128.33,0,EB Observatory at Natatorium,2267,187.66,0,818.34,0,0,0,"[-89.42035796077201, 43.07642605868305]"
122566.42,232,43.074878,-89.438444,11354,8.36,0,WB University ns Ridge,2270,7.69,0,24.51,0,0,0,"[-89.43843795527653, 43.07487005963938]"
